order_id,fecha_pedido,fecha_entrega,mes,trimestre,semana_año,producto_categoria,zona_destino,carrier,estado,peso_kg,valor_mercaderia,costo_envio,costo_por_kg,costo_pct_valor,dias_prometidos,dias_reales,demora_dias,entrega_a_tiempo,es_devolucion
ORD-04684,2024-11-14 20:30:52.210442,2024-11-19 20:30:52.210442,11,4,2024-W46,Ferretería,GBA Oeste,Rappi Envíos,Entregado,0.11,435.79,337.48,3068.0,77.44,5,5,0,True,False
ORD-04685,2024-11-15 00:01:09.133826,2024-11-20 00:01:09.133826,11,4,2024-W46,Indumentaria,Córdoba,Rappi Envíos,Entregado,5.14,234.52,190.07,36.98,81.05,3,5,2,False,False
ORD-04686,2024-11-15 03:31:26.057211,2024-11-17 03:31:26.057211,11,4,2024-W46,Ferretería,Rosario,Andreani,Entregado,0.34,1775.07,496.43,1460.09,27.97,3,2,-1,True,False
ORD-04687,2024-11-15 07:01:42.980596,2024-11-18 07:01:42.980596,11,4,2024-W46,Ferretería,GBA Oeste,Andreani,Entregado,1.55,450.62,869.79,561.15,193.02,3,3,0,True,False
ORD-04688,2024-11-15 10:31:59.903980,2024-11-17 10:31:59.903980,11,4,2024-W46,Alimentos,GBA Norte,OCA,Entregado,2.54,266.96,1242.05,489.0,465.26,2,2,0,True,False
ORD-04689,2024-11-15 14:02:16.827365,2024-11-23 14:02:16.827365,11,4,2024-W46,Electrónica,Rosario,Rappi Envíos,Entregado,0.1,4070.04,303.7,3037.0,7.46,5,8,3,False,False
ORD-04690,2024-11-15 17:32:33.750750,2024-11-20 17:32:33.750750,11,4,2024-W46,Ferretería,GBA Oeste,Rappi Envíos,Entregado,3.17,893.59,1322.61,417.23,148.01,5,5,0,True,False
ORD-04691,2024-11-15 21:02:50.674134,2024-11-23 21:02:50.674134,11,4,2024-W46,Farmacia,GBA Norte,Andreani,Entregado,3.23,261.1,732.94,226.92,280.71,7,8,1,False,False
ORD-04692,2024-11-16 00:33:07.597519,2024-11-18 00:33:07.597519,11,4,2024-W46,Electrónica,CABA,Correo Argentino,En tránsito,3.17,690.12,794.77,250.72,115.16,3,2,-1,True,False
ORD-04693,2024-11-16 04:03:24.520904,2024-11-18 04:03:24.520904,11,4,2024-W46,Indumentaria,GBA Norte,OCA,Cancelado,0.54,9251.7,2081.47,3854.57,22.5,3,2,-1,True,False
ORD-04694,2024-11-16 07:33:41.444288,2024-11-21 07:33:41.444288,11,4,2024-W46,Alimentos,GBA Norte,Rappi Envíos,Entregado,0.89,1227.04,2469.27,2774.46,201.24,5,5,0,True,False
ORD-04695,2024-11-16 11:03:58.367673,2024-11-19 11:03:58.367673,11,4,2024-W46,Indumentaria,Córdoba,PickIt,Entregado,0.85,577.18,1240.08,1458.92,214.85,3,3,0,True,False
ORD-04696,2024-11-16 14:34:15.291058,2024-11-21 14:34:15.291058,11,4,2024-W46,Indumentaria,GBA Oeste,PickIt,En tránsito,9.66,1810.53,906.16,93.81,50.05,3,5,2,False,False
ORD-04697,2024-11-16 18:04:32.214442,2024-11-23 18:04:32.214442,11,4,2024-W46,Electrónica,Rosario,Correo Argentino,Entregado,0.21,696.22,2338.9,11137.62,335.94,5,7,2,False,False
ORD-04698,2024-11-16 21:34:49.137827,2024-11-24 21:34:49.137827,11,4,2024-W46,Indumentaria,Córdoba,Andreani,Devuelto,1.68,658.91,1326.05,789.32,201.25,7,8,1,False,True
ORD-04699,2024-11-17 01:05:06.061212,2024-11-18 01:05:06.061212,11,4,2024-W46,Ferretería,GBA Sur,Andreani,Entregado,6.15,568.86,1866.33,303.47,328.08,2,1,-1,True,False
ORD-04700,2024-11-17 04:35:22.984596,2024-11-19 04:35:22.984596,11,4,2024-W46,Indumentaria,GBA Norte,Andreani,Entregado,4.4,2575.89,1122.29,255.07,43.57,2,2,0,True,False
ORD-04701,2024-11-17 08:05:39.907981,2024-11-18 08:05:39.907981,11,4,2024-W46,Alimentos,GBA Sur,PickIt,Devuelto,5.19,1332.42,625.99,120.61,46.98,3,1,-2,True,True
ORD-04702,2024-11-17 11:35:56.831366,2024-11-20 11:35:56.831366,11,4,2024-W46,Alimentos,Córdoba,Andreani,Entregado,10.76,4547.09,1688.98,156.97,37.14,3,3,0,True,False
ORD-04703,2024-11-17 15:06:13.754750,2024-11-18 15:06:13.754750,11,4,2024-W46,Farmacia,GBA Oeste,PickIt,Entregado,1.47,1490.53,1712.38,1164.88,114.88,3,1,-2,True,False
ORD-04704,2024-11-17 18:36:30.678135,2024-11-20 18:36:30.678135,11,4,2024-W46,Alimentos,Córdoba,Correo Argentino,Entregado,1.11,5052.31,1231.43,1109.4,24.37,3,3,0,True,False
ORD-04705,2024-11-17 22:06:47.601520,2024-11-19 22:06:47.601520,11,4,2024-W46,Indumentaria,GBA Oeste,OCA,Entregado,0.1,2100.83,784.38,7843.8,37.34,3,2,-1,True,False
ORD-04706,2024-11-18 01:37:04.524904,2024-11-19 01:37:04.524904,11,4,2024-W47,Alimentos,GBA Oeste,Rappi Envíos,En tránsito,0.49,845.6,2104.76,4295.43,248.91,2,1,-1,True,False
ORD-04707,2024-11-18 05:07:21.448289,2024-11-20 05:07:21.448289,11,4,2024-W47,Electrónica,CABA,Correo Argentino,Entregado,2.48,957.79,797.0,321.37,83.21,3,2,-1,True,False
ORD-04708,2024-11-18 08:37:38.371674,2024-11-20 08:37:38.371674,11,4,2024-W47,Alimentos,GBA Norte,PickIt,Entregado,0.51,6821.76,1698.71,3330.8,24.9,2,2,0,True,False
ORD-04709,2024-11-18 12:07:55.295059,2024-11-23 12:07:55.295059,11,4,2024-W47,Ferretería,Córdoba,Correo Argentino,En tránsito,4.0,4039.26,1052.37,263.09,26.05,3,5,2,False,False
ORD-04710,2024-11-18 15:38:12.218443,2024-11-25 15:38:12.218443,11,4,2024-W47,Electrónica,GBA Oeste,Rappi Envíos,Entregado,0.11,5150.03,1260.33,11457.55,24.47,7,7,0,True,False
ORD-04711,2024-11-18 19:08:29.141828,2024-11-23 19:08:29.141828,11,4,2024-W47,Farmacia,Córdoba,OCA,Entregado,0.9,400.43,646.8,718.67,161.53,2,5,3,False,False
ORD-04712,2024-11-18 22:38:46.065213,2024-11-22 22:38:46.065213,11,4,2024-W47,Ferretería,Córdoba,Rappi Envíos,Entregado,3.57,168.15,1676.28,469.55,996.9,2,4,2,False,False
ORD-04713,2024-11-19 02:09:02.988597,2024-11-24 02:09:02.988597,11,4,2024-W47,Indumentaria,GBA Oeste,PickIt,En tránsito,0.89,471.93,680.69,764.82,144.24,1,5,4,False,False
ORD-04714,2024-11-19 05:39:19.911982,2024-11-21 05:39:19.911982,11,4,2024-W47,Indumentaria,Rosario,Rappi Envíos,Entregado,3.91,1293.99,1291.43,330.29,99.8,3,2,-1,True,False
ORD-04715,2024-11-19 09:09:36.835367,2024-11-22 09:09:36.835367,11,4,2024-W47,Indumentaria,GBA Sur,Correo Argentino,En tránsito,16.46,575.04,921.88,56.01,160.32,2,3,1,False,False
ORD-04716,2024-11-19 12:39:53.758751,2024-11-20 12:39:53.758751,11,4,2024-W47,Ferretería,GBA Norte,Andreani,Entregado,4.78,1127.11,2414.47,505.12,214.22,3,1,-2,True,False
ORD-04717,2024-11-19 16:10:10.682136,2024-11-23 16:10:10.682136,11,4,2024-W47,Ferretería,GBA Norte,Correo Argentino,Entregado,1.25,698.4,2458.22,1966.58,351.98,3,4,1,False,False
ORD-04718,2024-11-19 19:40:27.605521,2024-11-22 19:40:27.605521,11,4,2024-W47,Ferretería,Rosario,PickIt,En tránsito,6.93,187.79,1920.7,277.16,1022.79,2,3,1,False,False
ORD-04719,2024-11-19 23:10:44.528905,2024-11-23 23:10:44.528905,11,4,2024-W47,Electrónica,CABA,OCA,Entregado,0.16,1683.95,2462.21,15388.81,146.22,5,4,-1,True,False
ORD-04720,2024-11-20 02:41:01.452290,2024-11-28 02:41:01.452290,11,4,2024-W47,Electrónica,Rosario,Rappi Envíos,Entregado,3.87,1131.01,416.84,107.71,36.86,7,8,1,False,False
ORD-04721,2024-11-20 06:11:18.375675,2024-11-21 06:11:18.375675,11,4,2024-W47,Indumentaria,CABA,OCA,Devuelto,0.1,4143.73,2481.96,24819.6,59.9,2,1,-1,True,True
ORD-04722,2024-11-20 09:41:35.299059,2024-11-24 09:41:35.299059,11,4,2024-W47,Alimentos,CABA,PickIt,Entregado,0.58,1286.73,393.36,678.21,30.57,5,4,-1,True,False
ORD-04723,2024-11-20 13:11:52.222444,2024-11-23 13:11:52.222444,11,4,2024-W47,Indumentaria,Rosario,Rappi Envíos,Demorado,13.17,2398.62,1126.31,85.52,46.96,2,3,1,False,False
ORD-04724,2024-11-20 16:42:09.145829,2024-11-21 16:42:09.145829,11,4,2024-W47,Farmacia,GBA Norte,Correo Argentino,Entregado,1.34,483.34,711.53,530.99,147.21,2,1,-1,True,False
ORD-04725,2024-11-20 20:12:26.069213,2024-11-23 20:12:26.069213,11,4,2024-W47,Electrónica,GBA Sur,Correo Argentino,Entregado,5.15,1551.55,2391.54,464.38,154.14,3,3,0,True,False
ORD-04726,2024-11-20 23:42:42.992598,2024-11-22 23:42:42.992598,11,4,2024-W47,Ferretería,GBA Norte,PickIt,Entregado,1.42,2461.63,1644.11,1157.82,66.79,2,2,0,True,False
ORD-04727,2024-11-21 03:12:59.915983,2024-11-22 03:12:59.915983,11,4,2024-W47,Electrónica,GBA Norte,Rappi Envíos,Devuelto,5.5,1912.88,1553.25,282.41,81.2,1,1,0,True,True
ORD-04728,2024-11-21 06:43:16.839367,2024-11-22 06:43:16.839367,11,4,2024-W47,Ferretería,GBA Norte,Correo Argentino,Entregado,10.1,874.32,2493.98,246.93,285.25,2,1,-1,True,False
ORD-04729,2024-11-21 10:13:33.762752,2024-11-29 10:13:33.762752,11,4,2024-W47,Farmacia,Rosario,PickIt,Entregado,1.72,1556.9,1589.2,923.95,102.07,7,8,1,False,False
ORD-04730,2024-11-21 13:43:50.686137,2024-11-25 13:43:50.686137,11,4,2024-W47,Farmacia,Rosario,PickIt,Entregado,2.46,2044.17,1668.48,678.24,81.62,2,4,2,False,False
ORD-04731,2024-11-21 17:14:07.609521,2024-11-30 17:14:07.609521,11,4,2024-W47,Electrónica,Rosario,OCA,En tránsito,2.97,3646.01,255.22,85.93,7.0,5,9,4,False,False
ORD-04732,2024-11-21 20:44:24.532906,2024-11-27 20:44:24.532906,11,4,2024-W47,Ferretería,GBA Norte,Correo Argentino,Demorado,8.19,625.71,2168.77,264.81,346.61,5,6,1,False,False
ORD-04733,2024-11-22 00:14:41.456291,2024-11-25 00:14:41.456291,11,4,2024-W47,Farmacia,GBA Sur,Rappi Envíos,En tránsito,0.89,358.95,2429.71,2730.01,676.89,2,3,1,False,False
ORD-04734,2024-11-22 03:44:58.379675,2024-11-23 03:44:58.379675,11,4,2024-W47,Indumentaria,CABA,Correo Argentino,En tránsito,2.83,477.56,2406.73,850.43,503.96,2,1,-1,True,False
ORD-04735,2024-11-22 07:15:15.303060,2024-11-24 07:15:15.303060,11,4,2024-W47,Indumentaria,Córdoba,Correo Argentino,Entregado,1.18,1268.26,669.6,567.46,52.8,2,2,0,True,False
ORD-04736,2024-11-22 10:45:32.226445,2024-11-23 10:45:32.226445,11,4,2024-W47,Ferretería,CABA,Correo Argentino,En tránsito,0.73,1101.46,680.9,932.74,61.82,1,1,0,True,False
ORD-04737,2024-11-22 14:15:49.149829,2024-11-24 14:15:49.149829,11,4,2024-W47,Electrónica,CABA,PickIt,Entregado,0.27,2053.53,1010.21,3741.52,49.19,2,2,0,True,False
ORD-04738,2024-11-22 17:46:06.073214,2024-11-24 17:46:06.073214,11,4,2024-W47,Farmacia,Córdoba,Andreani,En tránsito,2.91,2516.88,878.99,302.06,34.92,2,2,0,True,False
ORD-04739,2024-11-22 21:16:22.996599,2024-11-26 21:16:22.996599,11,4,2024-W47,Electrónica,GBA Norte,Andreani,Entregado,6.41,166.47,868.19,135.44,521.53,2,4,2,False,False
ORD-04740,2024-11-23 00:46:39.919983,2024-11-24 00:46:39.919983,11,4,2024-W47,Indumentaria,GBA Sur,OCA,Entregado,1.3,677.85,1572.26,1209.43,231.95,1,1,0,True,False
ORD-04741,2024-11-23 04:16:56.843368,2024-11-24 04:16:56.843368,11,4,2024-W47,Farmacia,GBA Sur,Correo Argentino,Entregado,2.41,1355.92,2043.18,847.79,150.69,3,1,-2,True,False
ORD-04742,2024-11-23 07:47:13.766753,2024-11-26 07:47:13.766753,11,4,2024-W47,Electrónica,CABA,Andreani,En tránsito,3.08,3344.86,2351.41,763.44,70.3,2,3,1,False,False
ORD-04743,2024-11-23 11:17:30.690138,2024-12-01 11:17:30.690138,11,4,2024-W47,Alimentos,Córdoba,OCA,Demorado,1.61,1039.63,309.47,192.22,29.77,7,8,1,False,False
ORD-04744,2024-11-23 14:47:47.613522,2024-11-25 14:47:47.613522,11,4,2024-W47,Ferretería,GBA Oeste,PickIt,Entregado,7.01,4296.05,803.25,114.59,18.7,2,2,0,True,False
ORD-04745,2024-11-23 18:18:04.536907,2024-11-24 18:18:04.536907,11,4,2024-W47,Ferretería,GBA Norte,Correo Argentino,Entregado,1.35,1903.37,749.28,555.02,39.37,3,1,-2,True,False
ORD-04746,2024-11-23 21:48:21.460292,2024-12-01 21:48:21.460292,11,4,2024-W47,Alimentos,CABA,Rappi Envíos,Cancelado,0.4,1604.83,989.98,2474.95,61.69,7,8,1,False,False
ORD-04747,2024-11-24 01:18:38.383676,2024-11-28 01:18:38.383676,11,4,2024-W47,Indumentaria,GBA Sur,PickIt,Entregado,0.47,982.18,1147.19,2440.83,116.8,1,4,3,False,False
ORD-04748,2024-11-24 04:48:55.307061,2024-11-28 04:48:55.307061,11,4,2024-W47,Farmacia,Rosario,OCA,Entregado,6.65,1069.97,1064.55,160.08,99.49,3,4,1,False,False
ORD-04749,2024-11-24 08:19:12.230446,2024-11-27 08:19:12.230446,11,4,2024-W47,Ferretería,Rosario,PickIt,Devuelto,13.27,1526.58,2387.55,179.92,156.4,3,3,0,True,True
ORD-04750,2024-11-24 11:49:29.153830,2024-12-02 11:49:29.153830,11,4,2024-W47,Alimentos,Córdoba,Rappi Envíos,Demorado,1.02,902.01,1177.25,1154.17,130.51,7,8,1,False,False
ORD-04751,2024-11-24 15:19:46.077215,2024-11-29 15:19:46.077215,11,4,2024-W47,Alimentos,Córdoba,PickIt,Entregado,0.47,3336.11,1446.24,3077.11,43.35,3,5,2,False,False
ORD-04752,2024-11-24 18:50:03.000600,2024-11-26 18:50:03.000600,11,4,2024-W47,Indumentaria,CABA,OCA,Entregado,1.97,2642.76,1909.29,969.18,72.25,2,2,0,True,False
ORD-04753,2024-11-24 22:20:19.923984,2024-11-28 22:20:19.923984,11,4,2024-W47,Indumentaria,GBA Oeste,Rappi Envíos,Entregado,3.71,3633.66,1853.95,499.72,51.02,5,4,-1,True,False
ORD-04754,2024-11-25 01:50:36.847369,2024-11-27 01:50:36.847369,11,4,2024-W48,Electrónica,GBA Sur,Rappi Envíos,Entregado,2.84,387.65,1519.97,535.2,392.1,3,2,-1,True,False
ORD-04755,2024-11-25 05:20:53.770754,2024-11-26 05:20:53.770754,11,4,2024-W48,Ferretería,CABA,PickIt,Entregado,9.05,375.12,2172.96,240.11,579.27,2,1,-1,True,False
ORD-04756,2024-11-25 08:51:10.694138,2024-12-01 08:51:10.694138,11,4,2024-W48,Electrónica,GBA Oeste,Rappi Envíos,En tránsito,5.11,1786.3,1616.83,316.41,90.51,5,6,1,False,False
ORD-04757,2024-11-25 12:21:27.617523,2024-11-29 12:21:27.617523,11,4,2024-W48,Alimentos,Córdoba,PickIt,Entregado,6.1,1011.7,2205.68,361.59,218.02,3,4,1,False,False
ORD-04758,2024-11-25 15:51:44.540908,2024-11-28 15:51:44.540908,11,4,2024-W48,Farmacia,Rosario,Correo Argentino,Entregado,2.34,1420.61,861.5,368.16,60.64,1,3,2,False,False
ORD-04759,2024-11-25 19:22:01.464292,2024-11-30 19:22:01.464292,11,4,2024-W48,Farmacia,GBA Norte,Rappi Envíos,Entregado,1.19,358.73,460.26,386.77,128.3,5,5,0,True,False
ORD-04760,2024-11-25 22:52:18.387677,2024-11-30 22:52:18.387677,11,4,2024-W48,Indumentaria,Rosario,PickIt,Entregado,3.63,255.2,2075.87,571.87,813.43,3,5,2,False,False
ORD-04761,2024-11-26 02:22:35.311062,2024-11-28 02:22:35.311062,11,4,2024-W48,Farmacia,GBA Sur,Correo Argentino,Entregado,1.73,1383.79,1048.92,606.31,75.8,3,2,-1,True,False
ORD-04762,2024-11-26 05:52:52.234446,2024-11-27 05:52:52.234446,11,4,2024-W48,Farmacia,GBA Sur,Rappi Envíos,En tránsito,1.02,512.92,1680.05,1647.11,327.55,3,1,-2,True,False
ORD-04763,2024-11-26 09:23:09.157831,2024-12-04 09:23:09.157831,11,4,2024-W48,Farmacia,Rosario,Correo Argentino,Entregado,0.5,2239.72,1882.68,3765.36,84.06,5,8,3,False,False
ORD-04764,2024-11-26 12:53:26.081216,2024-11-30 12:53:26.081216,11,4,2024-W48,Alimentos,Rosario,Rappi Envíos,En tránsito,2.25,592.66,917.77,407.9,154.86,3,4,1,False,False
ORD-04765,2024-11-26 16:23:43.004600,2024-11-30 16:23:43.004600,11,4,2024-W48,Farmacia,GBA Oeste,OCA,Entregado,2.71,451.48,1337.13,493.41,296.17,3,4,1,False,False
ORD-04766,2024-11-26 19:53:59.927985,2024-12-04 19:53:59.927985,11,4,2024-W48,Farmacia,CABA,OCA,Entregado,2.52,113.68,2253.08,894.08,1981.95,7,8,1,False,False
ORD-04767,2024-11-26 23:24:16.851370,2024-11-29 23:24:16.851370,11,4,2024-W48,Farmacia,Córdoba,PickIt,Entregado,0.37,3818.25,2217.51,5993.27,58.08,2,3,1,False,False
ORD-04768,2024-11-27 02:54:33.774754,2024-11-28 02:54:33.774754,11,4,2024-W48,Electrónica,GBA Oeste,Andreani,Entregado,2.53,2202.95,1910.99,755.33,86.75,1,1,0,True,False
ORD-04769,2024-11-27 06:24:50.698139,2024-11-29 06:24:50.698139,11,4,2024-W48,Alimentos,GBA Norte,OCA,Entregado,0.55,245.75,1942.44,3531.71,790.41,3,2,-1,True,False
ORD-04770,2024-11-27 09:55:07.621524,2024-11-30 09:55:07.621524,11,4,2024-W48,Indumentaria,Rosario,Andreani,Entregado,3.27,148.79,2259.56,691.0,1518.62,3,3,0,True,False
ORD-04771,2024-11-27 13:25:24.544908,2024-11-29 13:25:24.544908,11,4,2024-W48,Electrónica,GBA Norte,Correo Argentino,Entregado,1.68,603.61,1880.38,1119.27,311.52,3,2,-1,True,False
ORD-04772,2024-11-27 16:55:41.468293,2024-11-29 16:55:41.468293,11,4,2024-W48,Ferretería,GBA Norte,Correo Argentino,Entregado,5.67,2827.99,948.03,167.2,33.52,3,2,-1,True,False
ORD-04773,2024-11-27 20:25:58.391678,2024-11-30 20:25:58.391678,11,4,2024-W48,Alimentos,GBA Oeste,Andreani,Entregado,4.52,647.37,433.84,95.98,67.02,3,3,0,True,False
ORD-04774,2024-11-27 23:56:15.315063,2024-12-04 23:56:15.315063,11,4,2024-W48,Alimentos,Córdoba,PickIt,Entregado,3.87,891.48,1141.43,294.94,128.04,3,7,4,False,False
ORD-04775,2024-11-28 03:26:32.238447,2024-12-04 03:26:32.238447,11,4,2024-W48,Ferretería,GBA Sur,Rappi Envíos,Entregado,3.62,2953.03,355.26,98.14,12.03,5,6,1,False,False
ORD-04776,2024-11-28 06:56:49.161832,2024-12-02 06:56:49.161832,11,4,2024-W48,Ferretería,CABA,Andreani,Entregado,2.47,408.19,422.06,170.87,103.4,3,4,1,False,False
ORD-04777,2024-11-28 10:27:06.085217,2024-12-02 10:27:06.085217,11,4,2024-W48,Ferretería,GBA Sur,Andreani,Entregado,0.19,554.4,2382.9,12541.58,429.82,5,4,-1,True,False
ORD-04778,2024-11-28 13:57:23.008601,2024-12-08 13:57:23.008601,11,4,2024-W48,Indumentaria,Córdoba,Andreani,Entregado,3.2,1365.92,1738.33,543.23,127.26,7,10,3,False,False
ORD-04779,2024-11-28 17:27:39.931986,2024-11-30 17:27:39.931986,11,4,2024-W48,Farmacia,GBA Sur,Andreani,Entregado,1.89,828.66,2151.28,1138.24,259.61,2,2,0,True,False
ORD-04780,2024-11-28 20:57:56.855371,2024-12-01 20:57:56.855371,11,4,2024-W48,Alimentos,Rosario,Andreani,En tránsito,1.9,456.14,1660.81,874.11,364.1,3,3,0,True,False
ORD-04781,2024-11-29 00:28:13.778755,2024-11-30 00:28:13.778755,11,4,2024-W48,Farmacia,Rosario,PickIt,Entregado,1.43,2224.42,1133.57,792.71,50.96,2,1,-1,True,False
ORD-04782,2024-11-29 03:58:30.702140,2024-12-05 03:58:30.702140,11,4,2024-W48,Farmacia,GBA Oeste,OCA,Entregado,7.94,1840.58,209.12,26.34,11.36,5,6,1,False,False
ORD-04783,2024-11-29 07:28:47.625525,2024-12-05 07:28:47.625525,11,4,2024-W48,Ferretería,GBA Norte,Rappi Envíos,En tránsito,0.86,2520.41,2396.22,2786.3,95.07,5,6,1,False,False
ORD-04784,2024-11-29 10:59:04.548909,2024-12-03 10:59:04.548909,11,4,2024-W48,Indumentaria,Córdoba,OCA,Entregado,1.14,940.77,316.69,277.8,33.66,2,4,2,False,False
ORD-04785,2024-11-29 14:29:21.472294,2024-12-05 14:29:21.472294,11,4,2024-W48,Electrónica,Córdoba,Andreani,Entregado,9.89,188.5,1583.88,160.15,840.25,7,6,-1,True,False
ORD-04786,2024-11-29 17:59:38.395679,2024-12-03 17:59:38.395679,11,4,2024-W48,Indumentaria,GBA Sur,OCA,Demorado,4.98,1108.49,390.18,78.35,35.2,3,4,1,False,False
ORD-04787,2024-11-29 21:29:55.319063,2024-12-06 21:29:55.319063,11,4,2024-W48,Farmacia,GBA Oeste,PickIt,Entregado,0.1,339.75,817.75,8177.5,240.69,7,7,0,True,False
ORD-04788,2024-11-30 01:00:12.242448,2024-12-01 01:00:12.242448,11,4,2024-W48,Indumentaria,GBA Sur,Correo Argentino,Entregado,7.1,144.47,586.67,82.63,406.08,2,1,-1,True,False
ORD-04789,2024-11-30 04:30:29.165833,2024-12-08 04:30:29.165833,11,4,2024-W48,Ferretería,GBA Sur,OCA,En tránsito,0.77,833.21,1451.23,1884.71,174.17,5,8,3,False,False
ORD-04790,2024-11-30 08:00:46.089217,2024-12-06 08:00:46.089217,11,4,2024-W48,Electrónica,Córdoba,Rappi Envíos,Entregado,3.67,1214.11,2234.63,608.89,184.05,3,6,3,False,False
ORD-04791,2024-11-30 11:31:03.012602,2024-12-04 11:31:03.012602,11,4,2024-W48,Ferretería,GBA Sur,PickIt,Entregado,2.42,5422.31,1643.71,679.22,30.31,3,4,1,False,False
ORD-04792,2024-11-30 15:01:19.935987,2024-12-06 15:01:19.935987,11,4,2024-W48,Electrónica,GBA Norte,Correo Argentino,Entregado,2.31,328.45,1710.84,740.62,520.88,5,6,1,False,False
ORD-04793,2024-11-30 18:31:36.859371,2024-12-05 18:31:36.859371,11,4,2024-W48,Farmacia,GBA Sur,PickIt,En tránsito,3.8,2158.25,2285.99,601.58,105.92,3,5,2,False,False
ORD-04794,2024-11-30 22:01:53.782756,2024-12-02 22:01:53.782756,11,4,2024-W48,Electrónica,GBA Norte,Andreani,Entregado,0.7,221.65,1911.15,2730.21,862.24,3,2,-1,True,False
ORD-04795,2024-12-01 01:32:10.706141,2024-12-07 01:32:10.706141,12,4,2024-W48,Electrónica,Córdoba,Correo Argentino,En tránsito,0.52,3905.39,2185.0,4201.92,55.95,2,6,4,False,False
ORD-04796,2024-12-01 05:02:27.629525,2024-12-06 05:02:27.629525,12,4,2024-W48,Electrónica,GBA Oeste,Rappi Envíos,Entregado,3.17,544.22,1128.52,356.0,207.36,5,5,0,True,False
ORD-04797,2024-12-01 08:32:44.552910,2024-12-06 08:32:44.552910,12,4,2024-W48,Indumentaria,Rosario,Correo Argentino,Entregado,1.03,784.6,2183.59,2119.99,278.31,3,5,2,False,False
ORD-04798,2024-12-01 12:03:01.476295,2024-12-07 12:03:01.476295,12,4,2024-W48,Indumentaria,GBA Norte,Rappi Envíos,Entregado,10.94,794.71,1667.77,152.45,209.86,5,6,1,False,False
ORD-04799,2024-12-01 15:33:18.399679,2024-12-02 15:33:18.399679,12,4,2024-W48,Farmacia,GBA Oeste,Andreani,Entregado,1.8,2342.46,468.68,260.38,20.01,3,1,-2,True,False
ORD-04800,2024-12-01 19:03:35.323064,2024-12-03 19:03:35.323064,12,4,2024-W48,Electrónica,GBA Oeste,Rappi Envíos,En tránsito,0.35,257.12,240.97,688.49,93.72,2,2,0,True,False
ORD-04801,2024-12-01 22:33:52.246449,2024-12-04 22:33:52.246449,12,4,2024-W48,Alimentos,GBA Norte,PickIt,Entregado,3.47,918.36,723.48,208.5,78.78,1,3,2,False,False
ORD-04802,2024-12-02 02:04:09.169833,2024-12-07 02:04:09.169833,12,4,2024-W49,Farmacia,Córdoba,OCA,Entregado,1.1,577.49,1039.12,944.65,179.94,5,5,0,True,False
ORD-04803,2024-12-02 05:34:26.093218,2024-12-06 05:34:26.093218,12,4,2024-W49,Electrónica,CABA,PickIt,Entregado,0.48,9877.83,2118.28,4413.08,21.44,2,4,2,False,False
ORD-04804,2024-12-02 09:04:43.016603,2024-12-05 09:04:43.016603,12,4,2024-W49,Electrónica,GBA Oeste,PickIt,En tránsito,1.65,370.56,1891.92,1146.62,510.56,2,3,1,False,False
ORD-04805,2024-12-02 12:34:59.939988,2024-12-03 12:34:59.939988,12,4,2024-W49,Indumentaria,GBA Oeste,Correo Argentino,Entregado,9.99,82.92,2395.13,239.75,2888.48,3,1,-2,True,False
ORD-04806,2024-12-02 16:05:16.863372,2024-12-05 16:05:16.863372,12,4,2024-W49,Farmacia,Córdoba,Andreani,Entregado,1.59,5970.56,1464.06,920.79,24.52,2,3,1,False,False
ORD-04807,2024-12-02 19:35:33.786757,2024-12-10 19:35:33.786757,12,4,2024-W49,Electrónica,Córdoba,OCA,En tránsito,1.28,1792.45,1907.19,1489.99,106.4,7,8,1,False,False
ORD-04808,2024-12-02 23:05:50.710142,2024-12-03 23:05:50.710142,12,4,2024-W49,Electrónica,GBA Sur,Rappi Envíos,Entregado,1.76,499.01,796.92,452.8,159.7,3,1,-2,True,False
ORD-04809,2024-12-03 02:36:07.633526,2024-12-11 02:36:07.633526,12,4,2024-W49,Farmacia,Córdoba,Correo Argentino,Entregado,0.1,1061.87,1747.01,17470.1,164.52,7,8,1,False,False
ORD-04810,2024-12-03 06:06:24.556911,2024-12-04 06:06:24.556911,12,4,2024-W49,Alimentos,GBA Oeste,Andreani,En tránsito,0.43,492.26,1809.46,4208.05,367.58,1,1,0,True,False
ORD-04811,2024-12-03 09:36:41.480296,2024-12-06 09:36:41.480296,12,4,2024-W49,Farmacia,GBA Norte,OCA,Entregado,5.68,154.93,2143.78,377.43,1383.71,2,3,1,False,False
ORD-04812,2024-12-03 13:06:58.403680,2024-12-04 13:06:58.403680,12,4,2024-W49,Farmacia,CABA,PickIt,Demorado,11.45,930.5,1410.55,123.19,151.59,3,1,-2,True,False
ORD-04813,2024-12-03 16:37:15.327065,2024-12-07 16:37:15.327065,12,4,2024-W49,Alimentos,GBA Sur,Andreani,Entregado,0.52,923.86,1675.16,3221.46,181.32,5,4,-1,True,False
ORD-04814,2024-12-03 20:07:32.250450,2024-12-05 20:07:32.250450,12,4,2024-W49,Farmacia,GBA Norte,Andreani,Entregado,2.3,1539.71,627.16,272.68,40.73,2,2,0,True,False
ORD-04815,2024-12-03 23:37:49.173834,2024-12-08 23:37:49.173834,12,4,2024-W49,Electrónica,CABA,Andreani,Entregado,10.17,414.47,1881.38,184.99,453.92,3,5,2,False,False
